X,Y,X,Y,OBJECTID,Status,Score,Match_type,Match_addr,state,fdid,inc_date,inc_no,exp_no,dept_sta,version,inc_type,add_wild,aid,alarm,arrival,inc_cont,lu_clear,shift,alarms,district,act_tak1,act_tak2,act_tak3,app_mod,sup_app,ems_app,oth_app,sup_per,ems_per,oth_per,resou_aid,prop_loss,cont_loss,prop_val,cont_val,ff_death,oth_death,ff_inj,oth_inj,det_alert,haz_rel,mixed_use,prop_use,num_unit,not_res,bldg_invol,acres_burn,less_1acre,on_site_m1,on_site_m2,on_site_m3,mat_stor1,mat_stor2,mat_stor3,area_orig,heat_sourc,first_ign,conf_orig,type_mat,cause_ign,fact_ign_1,fact_ign_2,hum_fac_1,hum_fac_2,hum_fac_3,hum_fac_4,hum_fac_5,hum_fac_6,hum_fac_7,hum_fac_8,age,sex,equip_inv,mob_invol,sup_fac_1,sup_fac_2,sup_fac_3,mob_type,mob_make,mob_model,mob_year,mob_lic_pl,mob_state,mob_vin_no,eq_brand,eq_model,eq_ser_no,eq_year,eq_power,eq_port,struc_type,struc_stat,bldg_above,bldg_below,bldg_lgth,bldg_width,tot_sq_ft,fire_orig,fire_sprd,st_dam_min,st_dam_sig,st_dam_hvy,st_dam_xtr,flame_sprd,item_sprd,mat_sprd,detector,det_type,det_power,det_operat,det_effect,det_fail,aes_pres,aes_type,aes_oper,no_spr_op,aes_fail,census,loc_type,num_mile,street_pre,streetname,streettype,streetsuf,apt_no,city_1,state_id,zip,x_street,responseti,Street_ADR,Flag,AddNumFrom,AddNumTo,GEOID10,NAMELSAD10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
-77.09107129,38.87059834,-77.09107129,38.87059834,284,M,100,A,"142 S Highland St, Arlington, Virginia, 22204",VA,1300,1/19/2010,190012,0,101,5,111,0,1,,,,,B,1,7107,11,12,24,0,10,3,0,30,4,0,0,3000,10000,0,0,0,0,0,1,,,,808,0,,0,,,NNN,,,N,,,40,UU,UU,,UU,5,18,66,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,0,2,0,0,,,64,0,4,0,0,0,0,,63,0,N,,,,,,N,0,0,0,,,1,142,S,HIGHLAND,ST,,,Arlington,VA,22204,,285,142 S HIGHLAND ST,1,,,51013102400,Census Tract 1024,967911,0,38.8706362,-77.0891324
-77.08457472,38.86048361,-77.08457472,38.86048361,285,M,100,A,"2700 13th St S, Arlington, Virginia, 22204",VA,1300,12/25/2009,3590001,0,109,5,111,0,1,,,,,B,1,7916,11,12,21,0,9,2,0,25,3,0,0,20000,5000,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,24,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,0,1,2,0,0,0,0,,UU,UU,N,,,,,,N,0,0,0,,,1,2700,,13TH,ST,S,,Arlington,VA,22204,,324,2700 13TH ST S,1,,,51013103200,Census Tract 1032,997194,0,38.8598174,-77.0833822
-77.11952804,38.85357798,-77.11952804,38.85357798,286,M,90.92,A,"5551 Columbia Pike, Arlington, Virginia, 22204",VA,1300,6/24/2012,1760009,0,101,5,111,0,2,,,,,C,1,7119,51,86,87,0,10,2,0,23,2,0,0,0,0,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,21,61,UU,,UU,2,11,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,2,,,10,2,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,5551,,COLUMBIA PK,,,,Arlington,VA,22204,,344,5551 COLUMBIA PK,1,,,51013102200,Census Tract 1022,867216,0,38.8577642,-77.1182761
-77.08886928,38.84839387,-77.08886928,38.84839387,287,M,90.1,A,"2205 S Monroe St, Arlington, Virginia, 22206",VA,1300,1/29/2007,290065,0,109,5,111,0,2,,,,,A,1,7905,10,51,73,0,9,2,0,33,3,0,0,125000,25000,0,0,0,0,0,0,,,,429,5,,0,,,NNN,,,N,,,97,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,3,0,,,3,3,4,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,2205,S,MONROE,ST,,2,Arlington,VA,22204,,163,2205 S MONROE ST,1,,,51013103100,Census Tract 1031,1911622,0,38.8511788,-77.0829687
-77.12417174,38.88520812,-77.12417174,38.88520812,288,M,100,A,"5015 Washington Blvd, Arlington, Virginia, 22205",VA,1300,5/22/2007,1420057,0,102,5,111,0,N,,,,,B,1,7213,10,12,0,0,9,2,0,31,3,0,0,10000,10000,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,26,UU,30,,UU,2,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,1,,,800,-1,3,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,5015,,WASHINGTON,BL,,,Arlington,VA,22205,,229,5015 WASHINGTON BL,1,,,51013100700,Census Tract 1007,1555999,0,38.8907132,-77.1205881
-77.14211046,38.87644501,-77.14211046,38.87644501,289,M,100,A,"932 Patrick Henry Dr, Arlington, Virginia, 22205",VA,1300,12/1/2012,3360080,0,106,5,111,0,2,,,,,A,1,7601,11,12,51,0,11,2,0,32,2,0,0,35000,10000,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,74,13,UU,,UU,2,30,,N,0,,,,,,,0,0,UUU,N,161,0,0,,,,,,,,,,,,11,2,1,2,2,0,,,450,2,2,0,1,0,0,,UU,,N,,,,,,N,0,0,0,,,1,932,,PATRICK HENRY,DR,,,Arlington,VA,22205,,329,932 PATRICK HENRY DR,1,,,51013101200,Census Tract 1012,1616618,0,38.8729008,-77.1381893
-77.14110567,38.88543512,-77.14110567,38.88543512,290,M,100,A,"5863 Washington Blvd, Arlington, Virginia, 22205",VA,1300,6/5/2008,1570101,0,102,5,111,0,N,,,,,B,1,7216,10,0,0,0,10,2,0,27,3,0,0,500,0,0,0,0,0,0,0,,,,519,0,,0,,,NNN,,,N,,,90,12,77,,41,4,66,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,7500,1,1,0,0,0,0,,,,1,U,U,U,,,N,0,0,0,,,1,5863,,WASHINGTON BL,,,,Arlington,VA,22205,,336,5863 WASHINGTON BL,1,,,51013101000,Census Tract 1010,1076640,0,38.8882361,-77.1411703
-77.07857825,38.86476779,-77.07857825,38.86476779,291,M,90.92,A,"1967 Columbia Pike, Arlington, Virginia, 22204",VA,1300,1/10/2009,100047,0,101,5,111,0,2,,,,,C,1,7110,11,51,73,0,9,2,0,28,2,0,0,0,600,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,26,13,81,,UU,2,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,4,0,,,800,2,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1967,,COLUMBIA PK,,,24,Arlington,VA,22204,,210,1967 COLUMBIA PK,1,,,51013102500,Census Tract 1025,1096026,0,38.8661439,-77.0801468
-77.14460515,38.87641045,-77.14460515,38.87641045,292,M,100,A,"917 N Montana St, Arlington, Virginia, 22205",VA,1300,3/20/2013,790067,0,106,5,111,0,2,,,,,C,1,7601,51,64,73,0,6,1,0,17,1,0,0,1000,800,0,0,0,0,0,0,U,,,419,1,,1,,,NNN,,,N,,,24,12,51,,68,3,12,34,N,0,,,,,,,0,0,124,N,NNN,0,0,,,,,,,,,,,,11,2,1,2,1,0,,,10,1,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,917,N,MONTANA,ST,,,Arlington,VA,22205,,326,917 N MONTANA ST,1,,,51013101200,Census Tract 1012,1616618,0,38.8729008,-77.1381893
-77.15532483,38.88071998,-77.15532483,38.88071998,293,M,100,A,"1301 N Sycamore St, Arlington, Virginia, 22205",VA,1300,5/10/2011,1300074,0,,5,111,0,2,,,,,B,1,7602,11,0,0,0,11,1,0,28,2,0,0,5000,2000,0,0,0,0,1,0,U,,,419,1,,1,,,NNN,,,N,,,26,UU,UU,,UU,5,UU,,N,0,,,,,,,0,1,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,50,1,2,0,0,0,0,,30,71,N,,,,,,N,0,0,0,,,1,1301,N,SYCAMORE,ST,,,Arlington,VA,22205,,245,1301 N SYCAMORE ST,1,,,51013101100,Census Tract 1011,2144844,0,38.8853921,-77.1524959
-77.13284842,38.88027174,-77.13284842,38.88027174,294,M,100,A,"1005 N Kensington St, Arlington, Virginia, 22205",VA,1300,3/5/2013,640051,0,102,5,111,0,N,,,,,A,1,7214,11,51,73,0,10,2,0,30,3,0,0,0,500,0,0,0,0,0,0,U,,,429,1,,1,,,NNN,,,N,,,24,60,50,,41,2,12,,N,0,,,,,,,0,0,NNN,N,412,0,0,,,,,,,,,,,,,0,1,2,2,1,,,800,2,2,1,0,0,0,,UU,41,N,,,,,,N,0,0,0,,,1,1005,N,KENSINGTON,ST,,8,Arlington,VA,22205,,297,1005 N KENSINGTON ST,1,,,51013100900,Census Tract 1009,1640729,0,38.8867572,-77.1323388
-77.14259327,38.89248708,-77.14259327,38.89248708,295,M,100,A,"2227 N Lexington St, Arlington, Virginia, 22205",VA,1300,2/6/2009,370056,0,ST0,5,111,0,2,,,,,C,1,7603,11,12,21,0,9,2,0,28,3,0,0,300000,50000,550000,50000,0,0,0,0,U,,,419,1,,0,,,NNN,,,N,,,14,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,1,,,1125,1,4,0,0,0,0,,UU,,N,,,,,,N,0,0,0,,,1,2227,N,LEXINGTON,ST,,,Arlington,VA,22205,,215,2227 N LEXINGTON ST,1,,,51013101000,Census Tract 1010,1076640,0,38.8882361,-77.1411703
-77.12345156,38.8631085,-77.12345156,38.8631085,296,M,100,A,"5525 4th St S, Arlington, Virginia, 22204",VA,1300,3/7/2008,670012,0,102,5,111,0,1,,,,,C,2,7202,11,12,73,0,10,6,0,36,11,0,0,300000,100000,0,0,0,1,1,2,,,,419,1,,0,,,NNN,,,N,,,21,UU,UU,,UU,5,UU,,1,5,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,1,,,2000,1,4,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,5525,,4TH,ST,S,,Arlington,VA,22204,,451,5525 4TH ST S,1,,,51013102100,Census Tract 1021,1150387,0,38.8635684,-77.1247501
-77.07651567,38.8664628,-77.07651567,38.8664628,297,M,100,A,"1804 9th St S, Arlington, Virginia, 22204",VA,1300,1/21/2007,210078,0,101,5,111,0,1,,,,,c,1,7110,12,45,51,0,9,2,0,24,3,0,0,300,100,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,24,UU,25,,UU,3,20,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,100,2,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1804,,9TH,ST,S,D,Arlington,VA,22204,,357,1804 9TH ST S,1,,,51013102500,Census Tract 1025,1096026,0,38.8661439,-77.0801468
-77.16172114,38.88581307,-77.16172114,38.88581307,298,M,90.1,A,"2011 N Westmoreland St, Arlington, Virginia, 22213",VA,1300,7/15/2006,1960043,0,HSS,5,111,0,2,,,,,D,1,7604,10,11,12,0,15,3,0,45,5,0,0,100000,0,0,0,0,0,0,0,,,,891,0,,0,,,NNN,,,N,,,27,UU,99,,99,5,11,,3,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,5,1,0,,,6000,1,4,0,0,0,1,,,,N,,,,,,N,0,0,0,,,1,2011,N,WESTMORELAND,ST,,,Arlington,VA,22205,,65,2011 N WESTMORELAND ST,1,,,51013101100,Census Tract 1011,2144844,0,38.8853921,-77.1524959
-77.13502854,38.88269269,-77.13502854,38.88269269,299,M,100,A,"1211 N Kennebec St, Arlington, Virginia, 22205",VA,1300,1/4/2013,40023,0,102,5,111,0,N,,,,,B,1,7214,74,75,87,0,3,1,0,9,4,0,0,250,200,0,0,0,0,0,0,,,,429,6,,0,,,NNN,,,N,,,14,66,20,1,UU,2,10,,3,0,,,,,,,0,0,UUU,N,NNN,0,0,,,,,,,,,,,,UU,2,1,2,1,0,,,0,1,1,0,0,0,0,,,,1,1,4,2,1,,N,0,0,0,,,1,1211,N,KENNEBEC,ST,,4,Arlington,VA,22205,,502,1211 N KENNEBEC ST,1,,,51013100900,Census Tract 1009,1640729,0,38.8867572,-77.1323388
-77.13895782,38.89482737,-77.13895782,38.89482737,300,M,100,A,"5511 24th St N, Arlington, Virginia, 22205",VA,1300,6/12/2011,1630050,0,,5,111,0,N,,,,,A,1,7806,11,0,0,0,9,2,0,26,3,0,0,8000,900000,0,0,0,0,0,0,1,,,419,1,,0,,,NNN,,,N,,,76,73,12,,65,4,62,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,100,1,2,0,0,0,0,,,,1,1,1,2,1,,N,0,0,0,,,1,5511,,24TH,ST,N,,Arlington,VA,22205,,342,5511 24TH ST N,1,,,51013101000,Census Tract 1010,1076640,0,38.8882361,-77.1411703
-77.1062019,38.86470441,-77.1062019,38.86470441,301,M,100,A,"4208 4th St S, Arlington, Virginia, 22204",VA,1300,1/11/2010,110031,0,ST0,5,111,0,2,,,,,B,1,7117,10,12,50,0,10,4,0,27,6,0,0,20000,15000,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,27,10,99,,UU,5,11,55,5,0,,,,,,,55,2,NNN,N,315,600,622,,,,,,,,,,,,,0,1,2,1,0,,,1200,1,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,4208,,4TH,ST,S,,Arlington,VA,22204,,407,4208 4TH ST S,1,,,51013102301,Census Tract 1023.01,851106,0,38.8663958,-77.1054205
-77.13497784,38.88377122,-77.13497784,38.88377122,302,M,100,A,"1401 N Kenilworth St, Arlington, Virginia, 22205",VA,1300,3/13/2007,720045,0,102,5,111,0,1,,,,,B,1,7214,11,0,0,0,11,2,0,35,4,0,0,5000,5000,0,0,0,0,0,0,1,,,429,10,,1,,,NNN,,,N,,,24,11,64,,11,2,27,56,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,2,2,2,1,0,0,0,,,,1,1,1,2,3,,N,0,0,0,,,1,1401,N,KENILWORTH,ST,,,Arlington,VA,22205,,371,1401 N KENILWORTH ST,1,,,51013100900,Census Tract 1009,1640729,0,38.8867572,-77.1323388
-77.13290027,38.89175653,-77.13290027,38.89175653,303,M,100,A,"5401 20th St N, Arlington, Virginia, 22205",VA,1300,12/14/2013,3480012,0,108,5,111,0,1,,,,,C,1,7805,11,73,74,0,13,3,0,39,6,0,0,10000,10000,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,90,10,UU,,UU,5,36,,N,0,,,,,,,0,0,822,N,NNN,0,0,,,,,,,,,,,,11,2,1,2,1,0,,,800,1,4,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,5401,,20TH,ST,N,,Arlington,VA,22205,,383,5401 20TH ST N,1,,,51013100900,Census Tract 1009,1640729,0,38.8867572,-77.1323388
-77.14145136,38.877875,-77.14145136,38.877875,304,M,100,A,"970 Patrick Henry Dr, Arlington, Virginia, 22205",VA,1300,2/28/2012,590042,0,106,5,111,0,2,,,,,A,1,7601,10,11,12,0,8,2,0,29,3,0,0,400000,400000,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,26,40,33,,71,5,UU,,N,0,,,,,,,0,0,UUU,1,NNN,0,0,,,Unknown mobile property,,,,,,Unknown equipment,,,UU,2,1,2,2,0,,,10,1,4,0,0,0,0,,,,1,U,U,U,,,N,0,0,0,,,1,970,,PATRICK HENRY,DR,,,Arlington,VA,22205,,331,970 PATRICK HENRY DR,1,,,51013101200,Census Tract 1012,1616618,0,38.8729008,-77.1381893
-77.09255082,38.84567448,-77.09255082,38.84567448,305,M,90.1,A,"3850 S Four Mile Run Dr, Arlington, Virginia, 22206",VA,1300,9/21/2005,2640010,0,109,5,111,0,1,,,,,A,1,7913,10,11,51,0,10,1,0,25,1,0,0,3500,1500,0,0,0,0,0,0,,,,549,0,,0,,,NNN,,,N,,,40,56,63,,20,1,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,1500,1,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,3850,S,FOUR MILE RUN,DR,,,Arlington,VA,22205,,158,3850 S FOUR MILE RUN DR,1,,,51013102901,Census Tract 1029.01,689127,1340,38.8391008,-77.0993187
-77.13541225,38.8944644,-77.13541225,38.8944644,306,M,100,A,"5410 22nd Rd N, Arlington, Virginia, 22205",VA,1300,5/20/2007,1400017,0,108,5,111,0,N,,,,,B,1,7806,10,52,0,0,9,3,0,26,4,0,0,700000,200000,0,0,0,0,0,0,2,,,419,1,,0,,,NNN,,,N,,,62,60,30,,71,2,12,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,0,1,0,,,100,1,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,5410,,22ND,RD,N,,Arlington,VA,22205,,249,5410 22ND RD N,1,,,51013100900,Census Tract 1009,1640729,0,38.8867572,-77.1323388
-77.13897049,38.88728453,-77.13897049,38.88728453,307,M,84.86,A,"5744 18th St N, Arlington, Virginia, 22205",VA,1300,6/27/2005,1780018,0,ST0,5,111,0,2,,,,,A,1,7806,11,12,76,0,13,2,0,35,3,0,0,0,1000,0,0,0,0,0,0,1,,,419,1,,0,,,NNN,,,N,,,26,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,1,,,0,-1,2,1,0,0,0,,25,UU,1,1,1,2,2,,N,0,0,0,,,1,5744,N,18,ST,,,Arlington,VA,22205,,305,5744 N 18 ST,1,,,51013101000,Census Tract 1010,1076640,0,38.8882361,-77.1411703
-77.13986121,38.8768944,-77.13986121,38.8768944,308,M,100,A,"1008 N Livingston St, Arlington, Virginia, 22205",VA,1300,4/1/2013,910078,0,102,5,111,0,2,,,,,A,2,7221,11,12,21,0,11,5,0,29,6,0,0,1000,2000,0,0,0,0,1,1,U,,,419,1,,1,,,NNN,,,N,,,24,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,1,,,1500,1,2,1,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1008,N,LIVINGSTON,ST,,,Arlington,VA,22205,,328,1008 N LIVINGSTON ST,1,,,51013101200,Census Tract 1012,1616618,0,38.8729008,-77.1381893
-77.14429173,38.88420678,-77.14429173,38.88420678,309,M,84.86,A,"5919 15th St N, Arlington, Virginia, 22205",VA,1300,4/19/2008,1100009,1,,5,111,0,2,,,,,a,1,0,10,11,12,0,1,0,0,4,0,0,0,100000,50000,0,0,0,0,0,0,U,,,419,1,,0,,,NNN,,,N,,,77,80,12,,64,0,71,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,1,2,5,0,1,0,0,,,,N,,,,,,N,0,0,0,,,1,5919,N,15th,ST,,,Arlington,VA,22205,,297,5919 N 15th ST,1,,,51013101000,Census Tract 1010,1076640,0,38.8882361,-77.1411703
-77.13427149,38.88039273,-77.13427149,38.88039273,310,M,100,A,"5712 10th Rd N, Arlington, Virginia, 22205",VA,1300,11/16/2007,3200018,0,102,5,111,0,2,,,,,B,1,7214,10,0,0,0,12,4,0,32,6,0,0,2500,2500,0,0,0,0,0,0,1,,,429,6,,0,,,NNN,,,N,,,21,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,3,0,,,1000,3,2,0,0,0,0,,,,1,1,1,2,U,,N,0,0,0,,,1,5712,,10TH,RD,N,,Arlington,VA,22205,,477,5712 10TH RD N,1,,,51013100900,Census Tract 1009,1640729,0,38.8867572,-77.1323388
-77.13959157,38.88078681,-77.13959157,38.88078681,312,M,100,A,"1001 N Lexington St, Arlington, Virginia, 22205",VA,1300,7/5/2013,1860020,0,102,5,111,0,N,,,,,A,1,7216,10,11,12,0,10,2,0,24,3,0,0,300000,10000,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,26,UU,UU,,UU,U,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,1,,,80,-1,2,0,0,0,0,,UU,,N,,,,,,N,0,0,0,,,1,1001,N,LEXINGTON,ST,,,Arlington,VA,22205,,383,1001 N LEXINGTON ST,1,,,51013101000,Census Tract 1010,1076640,0,38.8882361,-77.1411703
-77.14934794,38.88522771,-77.14934794,38.88522771,313,M,100,A,"6237 18th St N, Arlington, Virginia, 22205",VA,1300,8/30/2007,2420033,0,106,5,111,0,2,,,,,C,1,7602,11,12,34,0,9,3,0,25,4,0,0,200000,50000,0,0,0,0,1,0,,,,419,1,,0,,,NNN,,,N,,,UU,UU,UU,,UU,2,12,UU,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,4,2,0,,,800,1,4,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,6237,,18TH,ST,N,,Arlington,VA,22205,,282,6237 18TH ST N,1,,,51013101100,Census Tract 1011,2144844,0,38.8853921,-77.1524959
-77.16168773,38.88697341,-77.16168773,38.88697341,314,M,90.1,A,"6814 Fairfax Dr, Arlington, Virginia, 22213",VA,1300,2/27/2006,580032,0,106,5,111,0,1,,,,,C,2,7604,10,51,52,0,14,3,0,32,5,0,0,0,1000,0,0,0,0,1,0,,,,500,0,,0,,,NNN,,,N,,,UU,UU,96,,99,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,6,1,1,,,300,-1,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,6814,,FAIRFAX,DR,,,Arlington,VA,22205,,247,6814 FAIRFAX DR,1,,,51013101100,Census Tract 1011,2144844,0,38.8853921,-77.1524959
-77.13848653,38.88376661,-77.13848653,38.88376661,315,M,100,A,"5800 Washington Blvd, Arlington, Virginia, 22205",VA,1300,3/19/2010,780037,0,102,5,111,0,N,,,,,A,1,7216,84,87,0,0,1,0,0,4,0,0,0,200,25,0,0,0,0,0,0,2,,,121,0,,0,,,NNN,,,N,,,25,UU,30,,71,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,5,1,1,0,0,0,0,,,,1,5,2,1,,,N,0,0,0,,,1,5800,,WASHINGTON BL,,,,Arlington,VA,22205,,383,5800 WASHINGTON BL,1,,,51013101000,Census Tract 1010,1076640,0,38.8882361,-77.1411703
-77.14038549,38.87861015,-77.14038549,38.87861015,316,M,100,A,"5929 10th Rd N, Arlington, Virginia, 22205",VA,1300,7/18/2009,1990018,0,102,5,111,0,1,,,,,C,1,7221,73,75,76,0,8,1,0,22,1,0,0,2000,250,0,0,0,0,0,0,U,,,419,1,,0,,,NNN,,,N,,,25,66,UU,,50,2,53,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,0,2,0,0,,,0,0,2,0,0,0,0,,0,64,N,,,,,,N,0,0,0,,,1,5929,,10TH,RD,N,,Arlington,VA,22205,,296,5929 10TH RD N,1,,,51013101200,Census Tract 1012,1616618,0,38.8729008,-77.1381893
-77.1902574,38.88703564,-77.1902574,38.88703564,317,M,90.1,A,"704 Randolph St, Falls Church, Virginia, 22046",VA,1300,8/2/2005,2140025,0,106,5,111,0,2,,,,,a,1,4601,10,11,12,0,5,2,0,9,3,0,0,15000,5000,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,42,13,10,,65,1,36,,3,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,100,1,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,704,,RANDOLPH,ST,,,Falls Church,VA,22205,,470,704 RANDOLPH ST,1,,,51610500200,Census Tract 5002,1943951,6,38.8845751,-77.184449
-77.15937625,38.88476449,-77.15937625,38.88476449,318,M,100,A,"1911 N Van Buren St, Arlington, Virginia, 22205",VA,1300,4/19/2011,1090063,0,,5,111,0,N,,,,,A,1,7604,12,64,0,0,1,0,0,4,0,0,0,100,100,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,93,12,72,,41,2,55,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,1,,,1,1,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1911,N,VAN BUREN,ST,,,Arlington,VA,22205,,304,1911 N VAN BUREN ST,1,,,51013101100,Census Tract 1011,2144844,0,38.8853921,-77.1524959
-77.15196708,38.88323195,-77.15196708,38.88323195,319,M,100,A,"1320 N Quintana St, Arlington, Virginia, 22205",VA,1300,10/7/2013,2800006,0,106,5,112,0,2,,,,,B,1,7602,0,11,12,0,8,3,0,26,4,0,0,100,100,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,UU,UU,UU,,UU,U,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,0,2,1,0,,,50,1,4,1,0,0,0,,UU,UU,N,,,,,,N,0,0,0,,,1,1320,N,QUINTANA,ST,,,Arlington,VA,22205,,571,1320 N QUINTANA ST,1,,,51013101100,Census Tract 1011,2144844,0,38.8853921,-77.1524959
-77.09561128,38.84221418,-77.09561128,38.84221418,320,M,100,A,"2554 S Arlington Mill Dr, Arlington, Virginia, 22206",VA,1300,7/14/2009,1950007,0,109,5,111,0,2,,,,,C,1,7913,11,12,73,0,8,2,0,22,3,0,0,5000,0,0,0,0,0,0,0,U,,,419,1,,1,,,NNN,,,N,,,72,UU,UU,,63,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,800,1,1,1,0,0,0,,,,N,,,,,,N,0,0,0,,,1,2554,S,ARLINGTON MILL,DR,,B,Arlington,VA,22206,,275,2554 S ARLINGTON MILL DR,1,,,51013102902,Census Tract 1029.02,754034,0,38.8405152,-77.0929024
-77.12979372,38.8712367,-77.12979372,38.8712367,321,M,100,A,"5723 5th St N, Arlington, Virginia, 22205",VA,1300,7/27/2009,2080046,0,102,5,111,0,N,,,,,C,1,7210,11,0,0,0,9,2,0,27,5,0,0,500000,1500,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,74,69,17,,14,5,12,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,1,1,0,,,20,1,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,5723,,5TH,ST,N,,Arlington,VA,22205,,267,5723 5TH ST N,1,,,51013101300,Census Tract 1013,2467154,0,38.8738561,-77.1227747
